league,opp,opp2,result,conf,ROI,date,outcome
bundesliga,Bayern Munich,Hannover,1,High conf,-4.5,14.05.16,win
bundesliga,Dortmund,FC Koln,1,High conf,+7.6,14.05.16,lose
bundesliga,Augsburg,Hamburg,>1.5,Med conf,--,14.05.16,win
bundesliga,Mainz,Hertha,>1.5,Med conf,--,14.05.16,lose
bundesliga,Darmstadt,M'gladbach,X2,Med conf,+17.7,14.05.16,win
bundesliga,Wolfsburg,Stuttgart,>1.5,Med conf,--,14.05.16,win
bundesliga,Werder Bremen,Ein Frankfurt,BTTS,Med conf,--,14.05.16,lose
serie-a,Juventus,Sampdoria,1,High conf,+11.6,14.05.16,win
serie-a,Milan,Roma,2,Med conf,+34.6,14.05.16,win
serie-a,Napoli,Frosinone,1,High conf,-1.1,14.05.16,win
serie-a,Sassuolo,Inter,1,Low conf,-2.7,14.05.16,win
premier-league,Norwich,Watford,X2,Med conf,+25.8,11.05.16,lose
premier-league,Sunderland,Everton,1X,Med conf,+17.0,11.05.16,win
premier-league,Liverpool,Chelsea,1X,Med conf,+20.2,11.05.16,win
primera-division,Barcelona,Espanol,1,High conf,--,02.05.16,win
primera-division,Celta,Malaga,1,High conf,--,02.05.16,win
primera-division,Eibar,Betis,>1.5,Med conf,--,02.05.16,win
primera-division,Getafe,Sp Gijon,>1.5,Med conf,--,02.05.16,win
primera-division,Las Palmas,Ath Bilbao,1,High conf,--,02.05.16,win
primera-division,Levante,Ath Madrid,2,Low conf,--,02.05.16,win
primera-division,Real Madrid,Valencia,12,High conf,--,02.05.16,win
primera-division,Sociedad,Vallecano,2,Low conf,--,02.05.16,win
primera-division,Sevilla,Granada,1X,High conf,--,02.05.16,win
primera-division,Villarreal,La Coruna,1X,Med conf,--,02.05.16,win
primeira-liga,Sp Lisbon,Setubal,1X,Low conf,--,02.05.16,win
primeira-liga,Boavista,Uniao Madeira,<2.5,High conf,--,02.05.16,win
primeira-liga,Nacional,Belenenses,12,Med conf,--,02.05.16,win
primeira-liga,Guimaraes,Moreirense,2,Low conf,+26.4,02.05.16,win
primeira-liga,Maritimo,Benfica,2,Med conf,+3.1,02.05.16,win
super-lig,Akhisar Belediyespor,Kayserispor,X2,Med conf,--,02.05.16,win
super-lig,Trabzonspor,Rizespor,1,Med conf,--,02.05.16,win
super-lig,Mersin Idman Yurdu,Antalyaspor,1X,High conf,+36.3,02.05.16,win
super-lig,Galatasaray,Besiktas,1X,High conf,+41.5,02.05.16,win
serie-a,Roma,Chievo,1,Med conf,--,02.05.16,win
serie-a,Atalanta,Udinese,1,Low conf,--,02.05.16,lose
serie-a,Carpi,Lazio,1X,High conf,--,02.05.16,lose
serie-a,Fiorentina,Palermo,>1.5,Med conf,--,02.05.16,lose
serie-a,Frosinone,Sassuolo,1,Med conf,--,02.05.16,lose
serie-a,Sampdoria,Genoa,1X,High conf,--,02.05.16,lose
serie-a,Torino,Napoli,1,Low conf,+34.9,02.05.16,win
serie-a,Verona,Juventus,1,Low conf,+26.6,02.05.16,win
premier-league,Tottenham,Southampton,1X,Low conf,--,02.05.16,win
premier-league,Liverpool,Watford,12,Low conf,--,02.05.16,win
premier-league,Man City,Arsenal,1,High conf,--,02.05.16,win
primeira-liga,Rio Ave,Porto,X2,Low conf,+10.5,02.05.16,win
primeira-liga,Academica,Sp Braga,2,Med conf,--,02.05.16,lose
primeira-liga,Sp Lisbon,Setubal,1X,Low conf,--,02.05.16,win
ligue-1,Bastia,Angers,12,Med conf,+1.7,02.05.16,win
ligue-1,Bordeaux,Lorient,12,High conf,+22.2,02.05.16,win
ligue-1,Ajaccio GFCO,Paris SG,2,Low conf,-8.6,02.05.16,win
ligue-1,Lille,Guingamp,2,Low conf,+33.4,02.05.16,lose
ligue-1,Lyon,Monaco,1X,High conf,+33.5,02.05.16,win
ligue-1,Marseille,Reims,X2,High conf,+38.5,02.05.16,lose
ligue-1,Montpellier,Rennes,1X,High conf,+41.5,02.05.16,win
ligue-1,Nantes,Caen,1X,High conf,+41.9,02.05.16,lose
ligue-1,Nice,St Etienne,1X,High conf,+33.0,02.05.16,win
ligue-1,Toulouse,Troyes,2,Low conf,+39.9,02.05.16,lose
super-lig,Sivasspor,Genclerbirligi,2,Low conf,+19.0,02.05.16,lose
super-lig,Gaziantepspor,Eskisehirspor,1,Med conf,+37.8,02.05.16,lose
super-lig,Osmanlispor,Bursaspor,1X,Med conf,+21.8,02.05.16,win
championship,Blackburn,Reading,1X,High conf,+30.0,02.05.16,win
championship,Cardiff,Birmingham,1X,High conf,+33.6,02.05.16,win
championship,Charlton,Burnley,1,Med conf,+54.3,02.05.16,lose
championship,Derby,Ipswich,>1.5,Med conf,--,02.05.16,lose
championship,Fulham,Bolton,1X,Med conf,+17.2,02.05.16,win
championship,Huddersfield,Brentford,1X,High conf,+31.8,02.05.16,lose
championship,Hull,Rotherham,12,High conf,+1.2,02.05.16,win
championship,Middlesbrough,Brighton,1X,High conf,+26.8,02.05.16,win
championship,Milton Keynes Dons,Nott'm Forest,X2,High conf,+36.4,02.05.16,win
championship,Preston,Leeds,1X,Med conf,+14.5,02.05.16,win
championship,QPR,Bristol City,X2,Med conf,+13.2,02.05.16,lose
championship,Wolves,Sheffield Weds,X2,Med conf,+31.7,02.05.16,lose
bundesliga,M'gladbach,Leverkusen,BTTS,High conf,--,02.05.16,win
bundesliga,Ein Frankfurt,Dortmund,2,Low conf,-17.1,02.05.16,win
bundesliga,Ingolstadt,Bayern Munich,X2,Med conf,+12.4,02.05.16,win
bundesliga,FC Koln,Werder Bremen,2,Low conf,+3.0,02.05.16,lose
bundesliga,Schalke 04,Augsburg,2,Low conf,+23.6,02.05.16,lose
bundesliga,Hamburg,Wolfsburg,1,Low conf,+16.1,02.05.16,win
bundesliga,Hannover,Hoffenheim,2,Med conf,+11.9,02.05.16,lose
bundesliga,Hertha,Darmstadt,2,Low conf,+32.2,02.05.16,win
bundesliga,Stuttgart,Mainz,X,Low conf,+19.0,02.05.16,lose
serie-a,Inter,Empoli,1,Low conf,-36.6,02.05.16,win
serie-a,Bologna,Milan,X2,High conf,+29.5,02.05.16,win
premier-league,Norwich,Man United,>2.5,High conf,+47.5,02.05.16,lose
premier-league,Aston Villa,Newcastle,1X,Low conf,+4.1,02.05.16,win
premier-league,Bournemouth,West Brom,1X,High conf,+30.4,02.05.16,win
premier-league,Crystal Palace,Stoke,X2,Med conf,+27.7,02.05.16,lose
premier-league,Sunderland,Chelsea,1X,Low conf,+8.1,02.05.16,win
premier-league,West Ham,Swansea,12,Med conf,-18.5,02.05.16,win
premier-league,Leicester,Everton,1,High conf,+38.7,02.05.16,win
primera-division,Malaga,Levante,X2,Low conf,+10.8,02.05.16,lose
super-lig,Kasimpasa,Osmanlispor,12,Low conf,-21.8,02.05.16,lose
championship,Brighton,Derby,1X,Med conf,+27.8,02.05.16,win
championship,Burnley,QPR,1X,High conf,+40.1,02.05.16,win
bundesliga,Werder Bremen,Stuttgart,X,Low conf,+21.8,02.05.16,lose
serie-a,Genoa,Roma,12,Med conf,-7.8,02.05.16,win
serie-a,Napoli,Atalanta,1X,Med conf,+18.7,02.05.16,win
premier-league,Chelsea,Tottenham,1X,Med conf,+26.5,02.05.16,win
primera-division,Levante,Ath Bilbao,2,Med conf,+15.9,24.04.16,lose
primera-division,Sevilla,Betis,12,High conf,+4.0,24.04.16,win
primera-division,Getafe,Valencia,1,Low conf,+18.1,24.04.16,lose
primera-division,Villarreal,Sociedad,1,Med conf,+12.0,24.04.16,lose
primeira-liga,Maritimo,Arouca,1,Low conf,-1.2,24.04.16,lose
primeira-liga,Nacional,Moreirense,1X,Low conf,--,24.04.16,lose
primeira-liga,Setubal,Tondela,>1.5,Low conf,--,24.04.16,lose
primeira-liga,Guimaraes,Estoril,1X,Low conf,-10.0,24.04.16,win
primeira-liga,Rio Ave,Benfica,X2,High conf,+50.7,24.04.16,win
ligue-1,Marseille,Nantes,1X,Low conf,+5.1,24.04.16,win
ligue-1,Ajaccio GFCO,Bastia,1X,Med conf,+12.4,24.04.16,win
ligue-1,Guingamp,Caen,>1.5,Med conf,--,24.04.16,win
ligue-1,Montpellier,Troyes,1X,Med conf,+21.7,24.04.16,win
ligue-1,St Etienne,Lorient,X2,Low conf,+1.7,24.04.16,lose
ligue-1,Rennes,Monaco,12,Med conf,-2.2,24.04.16,win
super-lig,Konyaspor,Rizespor,1X,Med conf,+19.4,24.04.16,win
super-lig,Mersin Idman Yurdu,Eskisehirspor,1X,Low conf,+3.8,24.04.16,lose
super-lig,Galatasaray,Kasimpasa,12,Med conf,-2.2,24.04.16,win
super-lig,Trabzonspor,Fenerbahce,X2,Low conf,-3.5,24.04.16,win
bundesliga,M'gladbach,Hoffenheim,1X,High conf,+32.8,24.04.16,win
bundesliga,Ein Frankfurt,Mainz,1,Med conf,+34.5,24.04.16,win
serie-a,Frosinone,Palermo,1,Low conf,+19.9,24.04.16,lose
serie-a,Atalanta,Chievo,12,Med conf,-9.0,24.04.16,win
serie-a,Bologna,Genoa,>1.5,Med conf,--,24.04.16,win
serie-a,Sampdoria,Lazio,1,Med conf,+38.1,24.04.16,win
serie-a,Torino,Sassuolo,1,Med conf,+24.3,24.04.16,lose
serie-a,Fiorentina,Juventus,X2,High conf,+36.1,24.04.16,win
premier-league,Sunderland,Arsenal,2,Med conf,+5.0,24.04.16,lose
premier-league,Leicester,Swansea,1,Med conf,+17.9,24.04.16,win
primera-division,Vallecano,Real Madrid,2,Med conf,-9.7,23.04.16,win
primera-division,Ath Madrid,Malaga,1,Med conf,+2.4,23.04.16,win
primera-division,Barcelona,Sp Gijon,1,Med conf,-16.3,23.04.16,win
primera-division,Eibar,La Coruna,2,Med conf,+29.5,23.04.16,lose
primeira-liga,Academica,Porto,X2,High conf,+45.7,23.04.16,lose
primeira-liga,Sp Lisbon,Uniao Madeira,X2,Low conf,+0.7,23.04.16,lose
primeira-liga,Pacos Ferreira,Sp Braga,12,Low conf,-18.5,23.04.16,lose
ligue-1,Toulouse,Lyon,12,Low conf,-51.8,23.04.16,win
championship,Derby,Sheffield Weds,1X,Med conf,+10.5,23.04.16,win
championship,Blackburn,Bristol City,2,Low conf,+10.4,23.04.16,lose
championship,Cardiff,Bolton,1X,Med conf,+28.7,23.04.16,win
championship,Charlton,Brighton,>1.5,Med conf,--,23.04.16,win
championship,Fulham,Nott'm Forest,>1.5,High conf,--,23.04.16,win
championship,Huddersfield,Birmingham,2,Low conf,+31.2,23.04.16,lose
championship,Hull,Leeds,1X,Low conf,-2.9,23.04.16,win
championship,Middlesbrough,Ipswich,1X,Med conf,+24.5,23.04.16,win
championship,Milton Keynes Dons,Brentford,1X,Low conf,-5.5,23.04.16,lose
championship,QPR,Reading,X2,Med conf,+18.6,23.04.16,win
championship,Wolves,Rotherham,1,Med conf,+19.0,23.04.16,lose
bundesliga,Ingolstadt,Hannover,1X,Med conf,+16.2,23.04.16,win
bundesliga,FC Koln,Darmstadt,12,Low conf,-37.2,23.04.16,win
bundesliga,Hertha,Bayern Munich,2,High conf,+11.8,23.04.16,win
bundesliga,Stuttgart,Dortmund,2,High conf,+22.4,23.04.16,win
bundesliga,Wolfsburg,Augsburg,1,High conf,+27.4,23.04.16,lose
bundesliga,Schalke 04,Leverkusen,1,Low conf,+24.7,23.04.16,lose
serie-a,Inter,Udinese,12,Low conf,-27.3,23.04.16,win
premier-league,Man City,Stoke,2,Low conf,+46.8,23.04.16,lose
premier-league,Aston Villa,Southampton,2,Low conf,-8.9,23.04.16,win
premier-league,Bournemouth,Chelsea,X2,Low conf,-7.8,23.04.16,win
premier-league,Liverpool,Newcastle,1,Low conf,-7.2,23.04.16,lose
primera-division,La Coruna,Barcelona,2,Low conf,--,20.04.16,win
primera-division,Ath Bilbao,Ath Madrid,2,Low conf,+5.2,20.04.16,win
primera-division,Malaga,Vallecano,1,Low conf,-4.5,20.04.16,lose
primera-division,Sp Gijon,Sevilla,<2.5,High conf,+31.1,20.04.16,lose
primera-division,Valencia,Eibar,<2.5,Med conf,+14.2,20.04.16,lose
primera-division,Real Madrid,Villarreal,2,Med conf,+60.0,20.04.16,win
serie-a,Chievo,Frosinone,2,Low conf,+25.4,20.04.16,lose
serie-a,Empoli,Verona,1,Med conf,+13.7,20.04.16,win
serie-a,Genoa,Inter,12,Med conf,-0.9,20.04.16,win
serie-a,Juventus,Lazio,1X,High conf,+33.7,20.04.16,win
serie-a,Palermo,Atalanta,X2,High conf,+47.4,20.04.16,win
serie-a,Roma,Torino,1,Med conf,+6.1,20.04.16,win
serie-a,Udinese,Fiorentina,X2,Med conf,+14.0,20.04.16,lose
serie-a,Sassuolo,Sampdoria,1,Med conf,--,20.04.16,lose
premier-league,West Ham,Watford,>2.5,Low conf,-19.3,20.04.16,win
premier-league,Liverpool,Everton,12,Low conf,-22.8,20.04.16,win
premier-league,Man United,Crystal Palace,1X,Med conf,+18.6,20.04.16,win
primera-division,Espanol,Celta,2,Low conf,--,19.04.16,lose
primera-division,Betis,Las Palmas,1,Low conf,-1.5,19.04.16,win
championship,Birmingham,Preston,1X,High conf,+30.7,19.04.16,win
championship,Brentford,Cardiff,2,Low conf,+11.0,19.04.16,lose
championship,Brighton,QPR,12,High conf,+3.2,19.04.16,win
championship,Bristol City,Derby,12,High conf,+16.7,19.04.16,win
championship,Burnley,Middlesbrough,1X,High conf,+50.0,19.04.16,win
championship,Ipswich,Fulham,1X,Med conf,+23.5,19.04.16,win
championship,Leeds,Wolves,X2,High conf,+43.5,19.04.16,lose
championship,Nott'm Forest,Blackburn,X2,Med conf,+16.2,19.04.16,win
championship,Rotherham,Huddersfield,1,High conf,+61.8,19.04.16,lose
championship,Sheffield Weds,Milton Keynes Dons,1X,Med conf,+22.1,19.04.16,lose
championship,Bolton,Charlton,1,High conf,+63.2,19.04.16,lose
championship,Reading,Hull,1X,Med conf,+26.1,19.04.16,lose
serie-a,Napoli,Bologna,2,Low conf,+38.1,19.04.16,lose
premier-league,Newcastle,Man City,1X,High conf,+30.7,19.04.16,win
primera-division,Malaga,Ath Bilbao,12,High conf,+17.2,16.04.16,win
primera-division,Sevilla,La Coruna,<2.5,Med conf,+10.9,16.04.16,win
primera-division,Ath Madrid,Granada,1,High conf,-1.1,16.04.16,win
primera-division,Vallecano,Villarreal,2,Med conf,+30.0,16.04.16,lose
primera-division,Barcelona,Valencia,1,Med conf,-17.7,16.04.16,lose
primeira-liga,Belenenses,Academica,1X,High conf,+27.1,16.04.16,win
primeira-liga,Uniao Madeira,Pacos Ferreira,1X,Med conf,+17.8,16.04.16,lose
primeira-liga,Maritimo,Guimaraes,X2,Med conf,+12.1,16.04.16,lose
primeira-liga,Porto,Nacional,>1.5,Med conf,--,16.04.16,win
ligue-1,Nantes,Montpellier,1X,Med conf,+13.7,16.04.16,lose
ligue-1,Rennes,Guingamp,1X,Med conf,+19.1,16.04.16,lose
ligue-1,Monaco,Marseille,12,High conf,+17.3,16.04.16,win
bundesliga,Dortmund,Hamburg,1,High conf,+12.0,16.04.16,win
bundesliga,Mainz,FC Koln,X2,High conf,+42.1,16.04.16,win
serie-a,Atalanta,Roma,12,Med conf,-7.0,16.04.16,lose
serie-a,Fiorentina,Sassuolo,12,Med conf,-0.3,16.04.16,win
serie-a,Juventus,Palermo,1X,Med conf,+21.4,16.04.16,win
serie-a,Udinese,Chievo,>2.5,Low conf,+5.3,16.04.16,lose
serie-a,Verona,Frosinone,12,Med conf,-9.6,16.04.16,win
serie-a,Lazio,Empoli,1X,High conf,+31.4,16.04.16,win
serie-a,Sampdoria,Milan,>2.5,Low conf,+6.5,16.04.16,lose
premier-league,Bournemouth,Liverpool,2,Low conf,-0.9,16.04.16,win
premier-league,Leicester,West Ham,X2,Low conf,+11.8,16.04.16,win
premier-league,Arsenal,Crystal Palace,1,High conf,+25.4,16.04.16,lose
primera-division,Malaga,Ath Bilbao,12,High conf,+17.2,16.04.16,win
primera-division,Sevilla,La Coruna,<2.5,Med conf,+10.9,16.04.16,win
primera-division,Ath Madrid,Granada,1,High conf,-1.1,16.04.16,win
primera-division,Vallecano,Villarreal,2,Med conf,+30.0,16.04.16,lose
primera-division,Barcelona,Valencia,1,Med conf,-17.7,16.04.16,lose
primeira-liga,Moreirense,Sp Lisbon,X2,Med conf,--,16.04.16,lose
primeira-liga,Belenenses,Academica,1X,High conf,+27.1,16.04.16,lose
primeira-liga,Uniao Madeira,Pacos Ferreira,1X,Med conf,+17.8,16.04.16,lose
primeira-liga,Maritimo,Guimaraes,X2,Med conf,+12.1,16.04.16,lose
primeira-liga,Porto,Nacional,>1.5,Med conf,--,16.04.16,lose
ligue-1,Nantes,Montpellier,1X,Med conf,+13.7,16.04.16,lose
ligue-1,Rennes,Guingamp,1X,Med conf,+19.1,16.04.16,lose
ligue-1,Monaco,Marseille,12,High conf,+17.3,16.04.16,win
bundesliga,Dortmund,Hamburg,1,High conf,+12.0,16.04.16,win
bundesliga,Mainz,FC Koln,X2,High conf,+42.1,16.04.16,win
serie-a,Atalanta,Roma,12,Med conf,-7.0,16.04.16,lose
serie-a,Fiorentina,Sassuolo,12,Med conf,-0.3,16.04.16,win
serie-a,Juventus,Palermo,1X,Med conf,+21.4,16.04.16,win
serie-a,Udinese,Chievo,>2.5,Low conf,+5.3,16.04.16,lose
serie-a,Verona,Frosinone,12,Med conf,-9.6,16.04.16,win
serie-a,Lazio,Empoli,1X,High conf,+31.4,16.04.16,win
serie-a,Sampdoria,Milan,>2.5,Low conf,+6.5,16.04.16,lose
premier-league,Bournemouth,Liverpool,2,Low conf,-0.9,16.04.16,win
premier-league,Leicester,West Ham,X2,Low conf,+11.8,16.04.16,win
premier-league,Arsenal,Crystal Palace,1,High conf,+25.4,16.04.16,lose
primera-division,Getafe,Real Madrid,2,Med conf,-18.3,16.04.16,win
primera-division,Las Palmas,Sp Gijon,1,Med conf,+23.9,16.04.16,lose
primera-division,Eibar,Sociedad,2,Low conf,+21.8,16.04.16,lose
primera-division,Celta,Betis,1X,High conf,+34.7,16.04.16,win
primeira-liga,Arouca,Rio Ave,12,Med conf,-14.5,16.04.16,lose
primeira-liga,Estoril,Boavista,>1.5,Med conf,--,16.04.16,lose
primeira-liga,Moreirense,Sp Lisbon,X2,Med conf,+17.9,16.04.16,win
ligue-1,Paris SG,Caen,1,Med conf,+3.6,16.04.16,win
ligue-1,Bastia,St Etienne,X2,Low conf,-5.5,16.04.16,win
ligue-1,Bordeaux,Angers,1,Med conf,+21.8,16.04.16,lose
ligue-1,Troyes,Reims,1X,Med conf,+10.7,16.04.16,win
ligue-1,Ajaccio GFCO,Lille,12,Med conf,+2.3,16.04.16,win
ligue-1,Lorient,Toulouse,1X,Med conf,+3.8,16.04.16,win
super-lig,Eskisehirspor,Konyaspor,12,Med conf,+0.4,16.04.16,win
super-lig,Rizespor,Osmanlispor,X2,Med conf,+10.6,16.04.16,win
super-lig,Antalyaspor,Galatasaray,>2.5,Low conf,-3.3,16.04.16,win
super-lig,Sivasspor,Besiktas,2,Med conf,+4.4,16.04.16,win
championship,Bolton,Middlesbrough,>1.5,Med conf,--,16.04.16,win
championship,Birmingham,Burnley,12,Med conf,-12.6,16.04.16,win
championship,Blackburn,Huddersfield,1X,Med conf,+27.4,16.04.16,lose
championship,Brentford,Bristol City,12,High conf,+10.4,16.04.16,lose
championship,Cardiff,QPR,1X,Low conf,+0.7,16.04.16,win
championship,Charlton,Derby,X2,Med conf,+19.7,16.04.16,win
championship,Leeds,Reading,1X,High conf,+52.2,16.04.16,win
championship,Preston,Milton Keynes Dons,X2,Low conf,+0.0,16.04.16,win
championship,Rotherham,Nott'm Forest,12,Med conf,-1.7,16.04.16,lose
championship,Sheffield Weds,Ipswich,1X,Med conf,+17.7,16.04.16,win
bundesliga,Hoffenheim,Hertha,2,Med conf,+43.7,16.04.16,lose
bundesliga,Leverkusen,Ein Frankfurt,1,High conf,+14.7,16.04.16,win
bundesliga,Augsburg,Stuttgart,X,Low conf,+23.5,16.04.16,lose
bundesliga,Darmstadt,Ingolstadt,X,Low conf,+5.9,16.04.16,lose
bundesliga,Werder Bremen,Wolfsburg,2,Med conf,+39.1,16.04.16,lose
bundesliga,Bayern Munich,Schalke 04,X2,Med conf,+25.2,16.04.16,lose
serie-a,Bologna,Torino,1X,High conf,+30.9,16.04.16,lose
serie-a,Carpi,Genoa,X2,High conf,+41.9,16.04.16,lose
serie-a,Inter,Napoli,1,Low conf,+16.2,16.04.16,win
premier-league,Norwich,Sunderland,2,Med conf,+31.3,16.04.16,win
premier-league,Everton,Southampton,1X,High conf,+43.1,16.04.16,win
premier-league,Man United,Aston Villa,12,Low conf,-52.6,16.04.16,win
premier-league,Newcastle,Swansea,2,Med conf,+38.4,16.04.16,win
premier-league,West Brom,Watford,1X,Med conf,+9.7,16.04.16,lose
premier-league,Chelsea,Man City,1X,High conf,+37.0,16.04.16,lose
primera-division,La Coruna,Las Palmas,X,Med conf,+43.6,11.04.16,lose
primeira-liga,Rio Ave,Guimaraes,1X,Low conf,+3.2,11.04.16,win
super-lig,Akhisar Belediyespor,Kasimpasa,12,Low conf,-32.4,11.04.16,win
super-lig,Besiktas,Bursaspor,1,High conf,+10.1,11.04.16,win
championship,Nott'm Forest,Brighton,X2,Low conf,-36.8,11.04.16,win
serie-a,Roma,Bologna,1X,Low conf,+2.5,11.04.16,win
primera-division,Sp Gijon,Celta,2,Low conf,-0.5,10.04.16,win
primera-division,Valencia,Sevilla,<2.5,Med conf,+21.4,10.04.16,lose
primera-division,Villarreal,Getafe,<2.5,Low conf,-6.2,10.04.16,win
primera-division,Ath Bilbao,Vallecano,1X,High conf,+28.9,10.04.16,win
primeira-liga,Nacional,Estoril,1,Low conf,--,10.04.16,win
primeira-liga,Tondela,Uniao Madeira,X2,Low conf,+3.2,10.04.16,lose
primeira-liga,Setubal,Belenenses,>1.5,Low conf,--,10.04.16,lose
primeira-liga,Pacos Ferreira,Porto,>1.5,Med conf,--,10.04.16,lose
primeira-liga,Sp Braga,Moreirense,1,Med conf,-3.6,10.04.16,lose
ligue-1,Lille,Monaco,X,High conf,+59.7,10.04.16,lose
ligue-1,Nice,Rennes,X2,High conf,+46.8,10.04.16,lose
ligue-1,Marseille,Bordeaux,1X,Low conf,-40.6,10.04.16,win
bundesliga,Schalke 04,Dortmund,2,Med conf,+6.0,10.04.16,lose
bundesliga,FC Koln,Leverkusen,2,Med conf,+15.8,10.04.16,win
serie-a,Empoli,Fiorentina,1,Med conf,+39.4,10.04.16,win
serie-a,Napoli,Verona,1,Med conf,-5.7,10.04.16,win
serie-a,Sampdoria,Udinese,1X,Med conf,+11.0,10.04.16,win
serie-a,Torino,Atalanta,1X,High conf,+53.5,10.04.16,win
serie-a,Palermo,Lazio,>2.5,Med conf,+27.5,10.04.16,win
premier-league,Sunderland,Leicester,1X,Low conf,+6.7,10.04.16,lose
premier-league,Liverpool,Stoke,1X,Low conf,+8.6,10.04.16,win
premier-league,Tottenham,Man United,1X,Med conf,+9.7,10.04.16,win
primera-division,Real Madrid,Eibar,1X,High conf,+22.4,09.04.16,win
primera-division,Espanol,Ath Madrid,<2.5,Med conf,+4.4,09.04.16,lose
primera-division,Sociedad,Barcelona,<2.5,Med conf,+27.6,09.04.16,lose
primera-division,Betis,Levante,2,Low conf,-19.8,09.04.16,lose
primeira-liga,Academica,Benfica,X2,High conf,+39.6,09.04.16,win
primeira-liga,Sp Lisbon,Maritimo,1,Med conf,-11.2,09.04.16,win
ligue-1,Guingamp,Paris SG,X2,Med conf,+18.3,09.04.16,win
ligue-1,Angers,Ajaccio GFCO,>1.5,Low conf,--,09.04.16,lose
ligue-1,Caen,Lorient,X,High conf,+70.5,09.04.16,lose
ligue-1,Reims,Nantes,X,Med conf,+42.0,09.04.16,lose
ligue-1,St Etienne,Troyes,1,Med conf,-7.4,09.04.16,win
ligue-1,Toulouse,Bastia,X2,Med conf,+14.4,09.04.16,win
super-lig,Osmanlispor,Eskisehirspor,1X,Low conf,--,09.04.16,win
super-lig,Galatasaray,Rizespor,X2,High conf,+45.7,09.04.16,win
super-lig,Konyaspor,Fenerbahce,X2,High conf,+45.9,09.04.16,lose
championship,Burnley,Leeds,1X,High conf,+28.6,09.04.16,win
championship,Bristol City,Sheffield Weds,X2,Low conf,-51.8,09.04.16,lose
championship,Derby,Bolton,2,Med conf,+70.3,09.04.16,lose
championship,Fulham,Cardiff,X2,Low conf,-56.2,09.04.16,lose
championship,Huddersfield,Hull,1X,Med conf,+12.7,09.04.16,win
championship,Ipswich,Brentford,1X,High conf,+45.4,09.04.16,lose
championship,Middlesbrough,Preston,2,Med conf,+63.8,09.04.16,lose
championship,Milton Keynes Dons,Rotherham,>1.5,High conf,--,09.04.16,win
championship,QPR,Charlton,1X,Med conf,+21.5,09.04.16,win
championship,Reading,Birmingham,12,High conf,+11.7,09.04.16,win
championship,Wolves,Blackburn,X2,Med conf,+13.3,09.04.16,win
bundesliga,Ein Frankfurt,Hoffenheim,X2,High conf,+43.5,09.04.16,win
bundesliga,Ingolstadt,M'gladbach,1X,High conf,+49.5,09.04.16,win
bundesliga,Hamburg,Darmstadt,2,Low conf,+28.3,09.04.16,win
bundesliga,Stuttgart,Bayern Munich,2,Med conf,-12.0,09.04.16,win
bundesliga,Werder Bremen,Augsburg,1X,High conf,+42.2,09.04.16,lose
bundesliga,Wolfsburg,Mainz,1,High conf,+43.5,09.04.16,win
serie-a,Frosinone,Inter,X2,High conf,+52.6,09.04.16,win
serie-a,Chievo,Carpi,1X,Med conf,+11.3,09.04.16,win
serie-a,Sassuolo,Genoa,X2,High conf,+43.7,09.04.16,win
serie-a,Milan,Juventus,2,Med conf,+22.4,09.04.16,win
premier-league,West Ham,Arsenal,12,High conf,+4.7,09.04.16,lose
premier-league,Aston Villa,Bournemouth,12,High conf,+8.7,09.04.16,win
premier-league,Crystal Palace,Norwich,1,High conf,+36.3,09.04.16,win
premier-league,Southampton,Newcastle,12,High conf,+18.5,09.04.16,win
premier-league,Swansea,Chelsea,X2,High conf,+45.1,09.04.16,lose
premier-league,Watford,Everton,1X,Low conf,+6.3,09.04.16,win
premier-league,Man City,West Brom,1X,Low conf,+4.4,09.04.16,win
premier-league,Man City,West Brom,1X,Low conf,+4.4,09.04.16,win
primera-division,Granada,Malaga,<2.5,Med conf,+8.1,08.04.16,win
primeira-liga,Boavista,Arouca,X2,Med conf,+10.7,08.04.16,win
ligue-1,Montpellier,Lyon,2,Low conf,-12.8,08.04.16,win
super-lig,Gaziantepspor,Sivasspor,>2.5,High conf,+52.8,08.04.16,lose
bundesliga,Hertha,Hannover,1,High conf,+23.9,08.04.16,lose
championship,Birmingham,Brighton,1,Low conf,--,05.04.16,lose
championship,Brentford,Bolton,1,Low conf,--,05.04.16,win
championship,Bristol City,Rotherham,1X,Med conf,--,05.04.16,win
championship,Burnley,Cardiff,>1.5,High conf,--,05.04.16,lose
championship,Derby,Hull,2,Med conf,--,05.04.16,lose
championship,Ipswich,Charlton,>1.5,High conf,--,05.04.16,lose
championship,Leeds,QPR,>1.5,Med conf,--,05.04.16,win
championship,Middlesbrough,Huddersfield,1,High conf,--,05.04.16,win
championship,Milton Keynes Dons,Wolves,1,Low conf,--,05.04.16,lose
championship,Preston,Fulham,1,High conf,--,05.04.16,lose
championship,Sheffield Weds,Blackburn,1X,Med conf,--,05.04.16,win
championship,Reading,Nott'm Forest,>1.5,High conf,--,05.04.16,win
primera-division,Ath Bilbao,Granada,>2.5,Low conf,-8.2,03.04.16,lose
primera-division,Malaga,Espanol,1X,Med conf,+27.6,03.04.16,win
primera-division,Eibar,Villarreal,X2,Low conf,+6.1,03.04.16,win
primera-division,Sevilla,Sociedad,2,High conf,+83.5,03.04.16,win
