league,opp,opp2,result,conf,ROI,date,outcome
bundesliga,RB Leipzig,FC Koln,1,Med conf,1.3,25.02.17,win
bundesliga,Freiburg,Dortmund,1X,Med conf,1.4,25.02.17,lose
bundesliga,Darmstadt,Augsburg,12,Med conf,1.3,25.02.17,win
bundesliga,Hertha,Ein Frankfurt,1X,Med conf,1.4,25.02.17,win
serie-a,Napoli,Atalanta,>1.5,Low conf,2.2,25.02.17,win
serie-a,Juventus,Empoli,1,High conf,1.2,25.02.17,win
premier-league,Chelsea,Swansea,1,Med conf,1.3,25.02.17,win
premier-league,Crystal Palace,Middlesbrough,2,Med conf,1.2,25.02.17,lose
premier-league,Everton,Sunderland,12,Low conf,2.0,25.02.17,win
premier-league,Hull,Burnley,2,High conf,1.2,25.02.17,lose
premier-league,West Brom,Bournemouth,1,Med conf,1.3,25.02.17,win
premier-league,Watford,West Ham,2,High conf,1.2,25.02.17,lose
premier-league,Southampton,Arsenal,1,Med conf,1.3,25.02.17,lose
primera-division,Betis,Valencia,1,Med conf,1.3,11.02.17,lose
primera-division,Alaves,Barcelona,1,Low conf,1.8,11.02.17,lose
primera-division,Ath Bilbao,La Coruna,1X,Med conf,1.3,11.02.17,win
primera-division,Osasuna,Real Madrid,12,High conf,1,11.02.17,win
primeira-liga,Estoril,Pacos Ferreira,1X,Med conf,1.6,11.02.17,win
primeira-liga,Guimaraes,Porto,X2,Low conf,2,11.02.17,win
ligue-1,Guingamp,Lyon,>1.5,Low conf,1.9,11.02.17,win
ligue-1,Dijon,Caen,>1.5,Low conf,1.9,11.02.17,win
ligue-1,Lille,Angers,1,High conf,1.2,11.02.17,lose
ligue-1,Monaco,Metz,1,Med conf,1.3,11.02.17,win
ligue-1,Nancy,Montpellier,1X,Med conf,1.3,11.02.17,lose
ligue-1,Toulouse,Bastia,>1.5,Low conf,1.7,11.02.17,win
super-lig,Alanyaspor,Genclerbirligi,1,High conf,1.1,11.02.17,win
super-lig,Osmanlispor,Trabzonspor,1X,Med conf,>1.5,11.02.17,lose
super-lig,Bursaspor,Fenerbahce,2,Med conf,1.4,11.02.17,lose
championship,Aston Villa,Ipswich,1,Low conf,2.6,11.02.17,lose
championship,Brighton,Burton,1,High conf,1.1,11.02.17,lose
championship,Derby,Bristol City,1,High conf,1.1,11.02.17,lose
championship,Fulham,Wigan,1,High conf,1.1,11.02.17,win
championship,Leeds,Cardiff,1X,High conf,1.2,11.02.17,lose
championship,Norwich,Nott'm Forest,12,Med conf,1.4,11.02.17,win
championship,Preston,Brentford,12,Low conf,1.7,11.02.17,win
championship,QPR,Huddersfield,<2.5,Low conf,2.7,11.02.17,lose
championship,Reading,Barnsley,12,Med conf,1.3,11.02.17,lose
championship,Rotherham,Blackburn,2,Low conf,2.1,11.02.17,lose
championship,Wolves,Newcastle,1,Low conf,2.2,11.02.17,lose
bundesliga,Leverkusen,Ein Frankfurt,2,Med conf,1.3,11.02.17,lose
bundesliga,Ingolstadt,Bayern Munich,X2,Low conf,2.1,11.02.17,win
bundesliga,RB Leipzig,Hamburg,1,High conf,1.2,11.02.17,lose
bundesliga,Darmstadt,Dortmund,2,Med conf,1.3,11.02.17,lose
bundesliga,Werder Bremen,M'gladbach,1X,Low conf,1.7,11.02.17,lose
bundesliga,Schalke 04,Hertha,1X,High conf,1,11.02.17,win
serie-a,Fiorentina,Udinese,12,High conf,1,11.02.17,win
premier-league,Arsenal,Hull,1,Med conf,1.4,11.02.17,win
premier-league,Man United,Watford,>2.5,Med conf,1.3,11.02.17,lose
premier-league,Middlesbrough,Everton,X2,High conf,1,11.02.17,win
premier-league,Stoke,Crystal Palace,1X,High conf,1,11.02.17,win
premier-league,Sunderland,Southampton,1X,High conf,1,11.02.17,lose
premier-league,West Ham,West Brom,X2,High conf,1,11.02.17,win
premier-league,Liverpool,Tottenham,1X,High conf,1,11.02.17,win
primera-division,Valencia,Ath Madrid,1X,Med conf,+24.9,02.10.16,lose
primera-division,Real Madrid,Eibar,<2.5,Med conf,+13.4,02.10.16,win
primera-division,Espanol,Villarreal,12,Med conf,+16.1,02.10.16,lose
primera-division,Malaga,Ath Bilbao,12,High conf,+41.0,02.10.16,win
primera-division,Celta,Barcelona,2,Low conf,-31.0,02.10.16,lose
primeira-liga,Setubal,Maritimo,1X,High conf,+23.5,02.10.16,lose
primeira-liga,Boavista,Moreirense,12,High conf,+22.8,02.10.16,win
primeira-liga,Arouca,Sp Braga,2,Med conf,+27.6,02.10.16,lose
ligue-1,Angers,Marseille,1X,Low conf,-20.8,02.10.16,win
ligue-1,Nice,Lorient,1X,Med conf,-3.6,02.10.16,win
ligue-1,Lyon,St Etienne,1,Low conf,-2.9,02.10.16,win
bundesliga,Wolfsburg,Mainz,X,Low conf,+26.1,02.10.16,win
bundesliga,Schalke 04,M'gladbach,>2.5,High conf,+42.5,02.10.16,win
serie-a,Empoli,Juventus,X2,Low conf,-30.2,02.10.16,win
serie-a,Atalanta,Napoli,1X,Med conf,+36.2,02.10.16,win
serie-a,Bologna,Genoa,2,Med conf,+28.9,02.10.16,win
serie-a,Cagliari,Crotone,2,Low conf,+19.5,02.10.16,lose
serie-a,Sampdoria,Palermo,1,Med conf,+12.7,02.10.16,lose
serie-a,Milan,Sassuolo,1,High conf,+19.8,02.10.16,win
serie-a,Torino,Fiorentina,2,Low conf,+5.2,02.10.16,lose
serie-a,Roma,Inter,12,High conf,+15.5,02.10.16,win
premier-league,Man United,Stoke,1X,High conf,+19.4,02.10.16,win
premier-league,Leicester,Southampton,1X,High conf,+40.3,02.10.16,win
premier-league,Tottenham,Man City,1X,High conf,+29.0,02.10.16,win
premier-league,Burnley,Arsenal,12,High conf,+23.2,02.10.16,win
primera-division,Leganes,Valencia,1X,High conf,+26.0,25.09.16,lose,lose
primera-division,Ath Madrid,La Coruna,1X,Low conf,-31.4,25.09.16,win
primera-division,Villarreal,Osasuna,X2,Med conf,+69.5,25.09.16,lose
primera-division,Espanol,Celta,1X,Med conf,+17.0,25.09.16,lose
ligue-1,St Etienne,Lille,X2,Med conf,+21.2,25.09.16,lose
ligue-1,Nancy,Nice,>1.5,Low conf,--,25.09.16,lose
ligue-1,Marseille,Nantes,1X,High conf,+15.6,25.09.16,win
bundesliga,Hoffenheim,Schalke 04,1,Med conf,+38.2,25.09.16,win
bundesliga,FC Koln,RB Leipzig,1,Med conf,+27.9,25.09.16,lose
serie-a,Torino,Roma,X2,Med conf,+13.6,25.09.16,lose
serie-a,Genoa,Pescara,1,High conf,+33.9,25.09.16,lose
serie-a,Inter,Bologna,2,Med conf,+63.8,25.09.16,lose
serie-a,Lazio,Empoli,1X,High conf,+70.7,25.09.16,win
serie-a,Sassuolo,Udinese,1X,Med conf,+14.0,25.09.16,win
serie-a,Fiorentina,Milan,X2,High conf,+55.8,25.09.16,win
premier-league,West Ham,Southampton,X2,High conf,+40.8,25.09.16,win
primera-division,Alaves,Granada,1X,Low conf,-21.3,26.09.16,win
primeira-liga,Belenenses,Arouca,12,Med conf,+14.3,26.09.16,lose
super-lig,Adanaspor,Alanyaspor,X2,High conf,+42.4,26.09.16,lose
serie-a,Crotone,Atalanta,1,High conf,+77.4,26.09.16,lose
serie-a,Cagliari,Sampdoria,<2.5,Med conf,+24.1,26.09.16,lose
premier-league,Burnley,Watford,1X,Med conf,+21.3,26.09.16,win
primera-division,Eibar,Sociedad,12,High conf,+40.4,24.09.16,win
primera-division,Sp Gijon,Barcelona,1X,Med conf,+70.8,24.09.16,lose
primera-division,Ath Bilbao,Sevilla,1X,Low conf,-5.1,24.09.16,win
primera-division,Las Palmas,Real Madrid,X2,Med conf,-0.5,24.09.16,win
primeira-liga,Sp Braga,Setubal,1X,High conf,+26.6,24.09.16,win
ligue-1,Lorient,Lyon,1,High conf,+37.3,24.09.16,win
ligue-1,Bastia,Guingamp,1,Low conf,-3.2,24.09.16,win
ligue-1,Bordeaux,Caen,12,Low conf,-65.5,24.09.16,lose
ligue-1,Dijon,Rennes,1,Low conf,--,24.09.16,win
ligue-1,Monaco,Angers,12,High conf,+32.6,24.09.16,win
ligue-1,Montpellier,Metz,1,Med conf,+6.0,24.09.16,lose
championship,Brighton,Barnsley,<2.5,Med conf,+18.0,24.09.16,win
championship,Derby,Blackburn,X,Low conf,+23.3,24.09.16,lose
championship,Fulham,Bristol City,X2,High conf,11.2,24.09.16,lose
championship,Leeds,Ipswich,1,Low conf,+13.2,24.09.16,win
championship,Norwich,Burton,1,Med conf,13.0,24.09.16,win
championship,QPR,Birmingham,X,Low conf,+18.5,24.09.16,win
championship,Reading,Huddersfield,1X,Low conf,-14.4,24.09.16,win
championship,Rotherham,Cardiff,X,High conf,+19.4,24.09.16,lose
championship,Sheffield Weds,Nott'm Forest,<2.5,Med conf,+18.7,24.09.16,lose
championship,Wolves,Brentford,12,High conf,+37.9,24.09.16,win
championship,Aston Villa,Newcastle,1X,Low conf,-10.5,24.09.16,win
bundesliga,M'gladbach,Ingolstadt,1,High conf,+46.2,24.09.16,win
bundesliga,Ein Frankfurt,Hertha,1,High conf,+58.0,24.09.16,lose
bundesliga,Augsburg,Darmstadt,X,Med conf,+53.2,24.09.16,lose
bundesliga,Mainz,Leverkusen,1,Low conf,+67.2,24.09.16,lose
bundesliga,Hamburg,Bayern Munich,BTTS,Med conf,--,24.09.16,lose
bundesliga,Werder Bremen,Wolfsburg,1,Med conf,+54.9,24.09.16,win
serie-a,Palermo,Juventus,2,Med conf,-10.6,24.09.16,win
serie-a,Napoli,Chievo,1,High conf,+12.1,24.09.16,win
premier-league,Man United,Leicester,X2,Med conf,+47.7,24.09.16,lose
premier-league,Bournemouth,Everton,2,High conf,+38.2,24.09.16,lose
premier-league,Liverpool,Hull,1,Med conf,-3.7,24.09.16,win
premier-league,Middlesbrough,Tottenham,2,Med conf,+26.3,24.09.16,win
premier-league,Stoke,West Brom,2,Med conf,+48.4,24.09.16,lose
premier-league,Sunderland,Crystal Palace,2,Med conf,+37.0,24.09.16,win
premier-league,Swansea,Man City,2,High conf,+21.2,24.09.16,win
premier-league,Arsenal,Chelsea,12,High conf,+39.2,24.09.16,win
primera-division,Celta,Sp Gijon,X2,Med conf,+37.4,21.09.16,lose
primera-division,Real Madrid,Villarreal,1X,High conf,+15.9,21.09.16,win
primera-division,Barcelona,Ath Madrid,1X,High conf,+29.4,21.09.16,win
primera-division,Granada,Ath Bilbao,12,High conf,+37.6,21.09.16,win
primera-division,Sociedad,Las Palmas,2,Med conf,+46.6,21.09.16,lose
ligue-1,Angers,Caen,1X,High conf,+37.7,21.09.16,win
ligue-1,Bastia,Nancy,1X,Med conf,+0.2,21.09.16,win
ligue-1,Guingamp,Lorient,1X,High conf,+35.8,21.09.16,win
ligue-1,Lyon,Montpellier,>1.5,Low conf,--,21.09.16,win
ligue-1,Metz,Bordeaux,12,Med conf,+14.4,21.09.16,win
ligue-1,Nantes,St Etienne,1,Med conf,+39.5,21.09.16,lose
ligue-1,Nice,Monaco,1X,Low conf,+3.6,21.09.16,win
ligue-1,Rennes,Marseille,1X,Low conf,-3.7,21.09.16,win
bundesliga,Leverkusen,Augsburg,2,Low conf,+23.7,21.09.16,lose
bundesliga,Bayern Munich,Hertha,1,High conf,+13.0,21.09.16,win
bundesliga,Schalke 04,FC Koln,2,Low conf,+0.0,21.09.16,win
bundesliga,RB Leipzig,M'gladbach,2,Low conf,+17.7,21.09.16,lose
bundesliga,Werder Bremen,Mainz,2,Low conf,-14.2,21.09.16,win
serie-a,Bologna,Sampdoria,X2,Med conf,+21.5,21.09.16,lose
serie-a,Atalanta,Palermo,12,High conf,+32.4,21.09.16,win
serie-a,Chievo,Sassuolo,X,Low conf,+20.6,21.09.16,lose
serie-a,Empoli,Inter,12,High conf,+38.4,21.09.16,win
serie-a,Genoa,Napoli,X,Low conf,+3.2,21.09.16,win
serie-a,Juventus,Cagliari,1,High conf,+5.8,21.09.16,win
serie-a,Pescara,Torino,X2,Low conf,-9.8,21.09.16,win
serie-a,Roma,Crotone,X2,Low conf,+34.6,21.09.16,lose
serie-a,Udinese,Fiorentina,1X,Med conf,+19.1,21.09.16,win
primera-division,Malaga,Eibar,2,Med conf,--,20.09.16,lose
primera-division,Sevilla,Betis,1X,High conf,+27.0,20.09.16,win
ligue-1,Paris SG,Dijon,1X,High conf,--,20.09.16,win
ligue-1,Lille,Toulouse,12,Med conf,--,20.09.16,win
bundesliga,Ingolstadt,Ein Frankfurt,1,High conf,--,20.09.16,lose
bundesliga,Freiburg,Hamburg,1X,High conf,--,20.09.16,win
bundesliga,Darmstadt,Hoffenheim,X,Low conf,--,20.09.16,win
bundesliga,Wolfsburg,Dortmund,2,Low conf,--,20.09.16,win
serie-a,Milan,Lazio,X,Low conf,--,20.09.16,lose
primera-division,Osasuna,Celta,1,Med conf,+28.8,18.09.16,lose
primera-division,Ath Bilbao,Valencia,2,Med conf,+48.4,18.09.16,lose
primera-division,Villarreal,Sociedad,2,Med conf,+52.8,18.09.16,lose
primera-division,Espanol,Real Madrid,X2,Med conf,+4.0,18.09.16,win
primeira-liga,Tondela,Porto,2,High conf,+17.3,18.09.16,lose
primeira-liga,Rio Ave,Sp Lisbon,2,High conf,+23.6,18.09.16,lose
ligue-1,Montpellier,Nice,1,High conf,+55.2,18.09.16,lose
ligue-1,St Etienne,Bastia,12,Med conf,+7.7,18.09.16,win
ligue-1,Marseille,Lyon,>1.5,Med conf,--,18.09.16,lose
bundesliga,Augsburg,Mainz,1X,Low conf,-30.6,18.09.16,lose
bundesliga,Hertha,Schalke 04,1,High conf,+61.8,18.09.16,win
serie-a,Udinese,Chievo,1,High conf,+52.2,18.09.16,lose
serie-a,Cagliari,Atalanta,1,Med conf,+22.6,18.09.16,win
serie-a,Crotone,Palermo,1,High conf,+66.1,18.09.16,lose
serie-a,Sassuolo,Genoa,X2,Med conf,+25.6,18.09.16,lose
serie-a,Torino,Empoli,1X,High conf,+80.1,18.09.16,win
serie-a,Inter,Juventus,X2,Med conf,+7.9,18.09.16,lose
serie-a,Fiorentina,Roma,X2,High conf,+51.6,18.09.16,lose
premier-league,Watford,Man United,2,High conf,+30.0,18.09.16,lose
premier-league,Crystal Palace,Stoke,2,High conf,+60.4,18.09.16,lose
premier-league,Southampton,Swansea,1X,Med conf,+4.9,18.09.16,win
premier-league,Tottenham,Sunderland,1,High conf,+17.3,18.09.16,win
primera-division,Leganes,Barcelona,12,High conf,+16.8,16.09.16,win
primera-division,Ath Madrid,Sp Gijon,2,Low conf,+94.4,16.09.16,lose
primera-division,Eibar,Sevilla,2,Med conf,+9.4,16.09.16,lose
primera-division,Las Palmas,Malaga,1,Med conf,+28.3,16.09.16,win
primeira-liga,Estoril,Moreirense,<2.5,Med conf,+14.6,16.09.16,win
primeira-liga,Setubal,Pacos Ferreira,12,Med conf,+14.1,16.09.16,win
primeira-liga,Guimaraes,Belenenses,1,Med conf,+27.3,16.09.16,win
ligue-1,Monaco,Rennes,1,Med conf,+15.3,16.09.16,win
ligue-1,Bordeaux,Angers,1X,Med conf,+9.3,16.09.16,lose
ligue-1,Dijon,Metz,1,Med conf,--,16.09.16,lose
ligue-1,Lorient,Lille,1,Med conf,+42.6,16.09.16,win
ligue-1,Nancy,Nantes,1,Low conf,+10.7,16.09.16,lose
ligue-1,Toulouse,Guingamp,12,High conf,+38.2,16.09.16,win
super-lig,Alanyaspor,Trabzonspor,1X,Low conf,-53.9,16.09.16,win
super-lig,Galatasaray,Rizespor,1X,Low conf,-78.3,16.09.16,win
championship,Cardiff,Leeds,1X,High conf,+23.5,16.09.16,win
championship,Barnsley,Reading,1X,High conf,+24.9,16.09.16,lose
championship,Blackburn,Rotherham,1,Med conf,+27.2,16.09.16,win
championship,Brentford,Preston,X2,Low conf,+6.0,16.09.16,lose
championship,Bristol City,Derby,1X,Low conf,-8.9,16.09.16,win
championship,Burton,Brighton,1X,Low conf,+0.8,16.09.16,lose
championship,Huddersfield,QPR,1X,Low conf,-14.9,16.09.16,win
championship,Ipswich,Aston Villa,1X,High conf,+30.1,16.09.16,win
championship,Newcastle,Wolves,1,Low conf,-10.1,16.09.16,lose
championship,Nott'm Forest,Norwich,1,Med conf,+44.6,16.09.16,lose
championship,Wigan,Fulham,>1.5,Med conf,--,16.09.16,lose
championship,Birmingham,Sheffield Weds,12,High conf,+39.4,16.09.16,win
bundesliga,Hoffenheim,Wolfsburg,2,Med conf,+29.7,16.09.16,lose
bundesliga,Bayern Munich,Ingolstadt,1X,Low conf,-91.8,16.09.16,win
bundesliga,Dortmund,Darmstadt,1X,Low conf,-89.8,16.09.16,win
bundesliga,Ein Frankfurt,Leverkusen,<2.5,Med conf,+18.6,16.09.16,lose
bundesliga,Hamburg,RB Leipzig,2,Med conf,+31.7,16.09.16,win
bundesliga,M'gladbach,Werder Bremen,1,High conf,+32.4,16.09.16,win
serie-a,Lazio,Pescara,1X,High conf,+8.9,16.09.16,win
serie-a,Napoli,Bologna,1,Med conf,+48.4,16.09.16,win
premier-league,Hull,Arsenal,1,Med conf,+72.7,16.09.16,lose
premier-league,Leicester,Burnley,X,Low conf,+23.2,16.09.16,lose
premier-league,Man City,Bournemouth,1,High conf,+13.0,16.09.16,win
premier-league,West Brom,West Ham,2,High conf,+63.9,16.09.16,lose
premier-league,Everton,Middlesbrough,1,High conf,+28.2,16.09.16,win
primera-division,Betis,Granada,1,Med conf,+5.9,16.09.16,lose
primeira-liga,Nacional,Maritimo,X2,High conf,--,16.09.16,lose
ligue-1,Caen,Paris SG,12,High conf,+25.7,16.09.16,win
super-lig,Bursaspor,Kayserispor,>2.5,High conf,+45.9,16.09.16,win
bundesliga,FC Koln,Freiburg,1X,Low conf,-53.2,16.09.16,win
serie-a,Sampdoria,Milan,1,High conf,+67.2,16.09.16,lose
premier-league,Chelsea,Liverpool,X,Med conf,+36.3,16.09.16,lose
serie-a,Empoli,Crotone,12,High conf,+31.3,11.09.16,win
premier-league,Sunderland,Everton,X2,Low conf,-12.7,11.09.16,win
primera-division,Sp Gijon,Leganes,1X,Med conf,+13.2,11.09.16,win
primera-division,Valencia,Betis,<2.5,Med conf,+24.0,11.09.16,lose
primera-division,Granada,Eibar,2,High conf,+70.2,11.09.16,win
primera-division,La Coruna,Ath Bilbao,1X,High conf,+49.8,11.09.16,lose
primeira-liga,Pacos Ferreira,Estoril,<2.5,Med conf,+7.1,11.09.16,win
primeira-liga,Maritimo,Rio Ave,X2,Low conf,-3.3,11.09.16,win
primeira-liga,Sp Braga,Boavista,1,Med conf,-1.0,11.09.16,win
ligue-1,Nantes,Metz,X2,High conf,+56.8,11.09.16,win
ligue-1,Rennes,Caen,2,High conf,+74.6,11.09.16,lose
ligue-1,Nice,Marseille,1X,Med conf,+3.4,11.09.16,win
super-lig,Rizespor,Akhisar Belediyespor,1,Med conf,+30.8,11.09.16,win
super-lig,Trabzonspor,Osmanlispor,>2.5,Med conf,+18.0,11.09.16,lose
super-lig,Antalyaspor,Konyaspor,1,High conf,+63.1,11.09.16,lose
super-lig,Fenerbahce,Bursaspor,12,High conf,+26.4,11.09.16,win
championship,Aston Villa,Nott'm Forest,X2,Med conf,+29.8,11.09.16,win
bundesliga,Werder Bremen,Augsburg,BTTS,High conf,--,11.09.16,win
bundesliga,Mainz,Hoffenheim,2,Med conf,+46.9,11.09.16,lose
serie-a,Bologna,Cagliari,2,High conf,+72.4,11.09.16,lose
serie-a,Milan,Udinese,12,High conf,+32.1,11.09.16,win
serie-a,Atalanta,Torino,2,High conf,+65.4,11.09.16,lose
serie-a,Chievo,Lazio,>2.5,Low conf,-42.4,11.09.16,lose
serie-a,Genoa,Fiorentina,1,High conf,+45.6,11.09.16,win
serie-a,Roma,Sampdoria,X2,High conf,+57.0,11.09.16,lose
serie-a,Pescara,Inter,12,High conf,+35.0,11.09.16,win
premier-league,Swansea,Chelsea,2,Med conf,-2.9,11.09.16,lose
primera-division,Celta,Ath Madrid,1X,High conf,+58.6,10.09.16,lose
primera-division,Real Madrid,Osasuna,1X,High conf,+5.3,10.09.16,win
primera-division,Malaga,Villarreal,1X,High conf,+39.2,10.09.16,lose
primera-division,Sevilla,Las Palmas,1X,Med conf,+4.2,10.09.16,win
primera-division,Barcelona,Alaves,1,Med conf,-12.7,10.09.16,lose
primeira-liga,Belenenses,Nacional,2,High conf,--,10.09.16,lose
primeira-liga,Sp Lisbon,Moreirense,1,Med conf,+0.4,10.09.16,win
primeira-liga,Porto,Guimaraes,1X,High conf,+20.6,10.09.16,win
ligue-1,Lyon,Bordeaux,1,High conf,+37.1,10.09.16,lose
ligue-1,Angers,Dijon,2,Med conf,--,10.09.16,lose
ligue-1,Bastia,Toulouse,2,Med conf,+43.5,10.09.16,lose
ligue-1,Guingamp,Montpellier,1,Med conf,+32.4,10.09.16,lose
ligue-1,Lille,Monaco,>1.5,Med conf,--,10.09.16,win
ligue-1,Lorient,Nancy,1X,Low conf,-4.3,10.09.16,lose
championship,Brighton,Brentford,12,High conf,+30.9,10.09.16,win
championship,Fulham,Birmingham,1,Med conf,+18.1,10.09.16,lose
championship,Leeds,Huddersfield,X2,Med conf,+13.8,10.09.16,win
championship,Norwich,Cardiff,X2,Low conf,+29.9,10.09.16,lose
championship,Preston,Barnsley,X2,Med conf,+18.3,10.09.16,win
championship,QPR,Blackburn,1,Med conf,+15.8,10.09.16,lose
championship,Rotherham,Bristol City,12,Med conf,+5.5,10.09.16,lose
championship,Sheffield Weds,Wigan,1X,High conf,+16.3,10.09.16,win
championship,Derby,Newcastle,1X,Low conf,+18.7,10.09.16,lose
bundesliga,Leverkusen,Hamburg,1,Med conf,+2.3,10.09.16,win
bundesliga,Ingolstadt,Hertha,2,High conf,+48.6,10.09.16,win
bundesliga,Freiburg,M'gladbach,2,High conf,+33.5,10.09.16,lose
bundesliga,Darmstadt,Ein Frankfurt,X2,Low conf,-5.3,10.09.16,lose
bundesliga,Wolfsburg,FC Koln,1,Low conf,+2.3,10.09.16,lose
bundesliga,RB Leipzig,Dortmund,2,Med conf,+9.4,10.09.16,lose
serie-a,Juventus,Sassuolo,1,Med conf,-0.8,10.09.16,win
serie-a,Palermo,Napoli,1,Low conf,+88.7,10.09.16,lose
premier-league,Man United,Man City,>2.5,Med conf,+19.2,10.09.16,win
premier-league,Arsenal,Southampton,2,Low conf,+58.1,10.09.16,lose
premier-league,Bournemouth,West Brom,1X,High conf,+36.1,10.09.16,win
premier-league,Burnley,Hull,2,Med conf,+42.1,10.09.16,lose
premier-league,Middlesbrough,Crystal Palace,1,Med conf,+23.9,10.09.16,lose
premier-league,Stoke,Tottenham,X2,Med conf,+0.0,10.09.16,win
premier-league,West Ham,Watford,>2.5,Med conf,+15.2,10.09.16,win
premier-league,Liverpool,Leicester,1X,High conf,+30.2,10.09.16,win
primera-division,Sociedad,Espanol,1X,Med conf,+13.4,09.09.16,win
primeira-liga,Arouca,Benfica,12,Med conf,-5.3,09.09.16,win
ligue-1,Paris SG,St Etienne,1X,High conf,+2.0,09.09.16,win
championship,Reading,Ipswich,12,Low conf,-61.7,09.09.16,win
bundesliga,Schalke 04,Bayern Munich,2,Med conf,+1.8,09.09.16,win
primera-division,Alaves,Sp Gijon,12,Low conf,-69.3,28.08.16,lose
primera-division,Las Palmas,Granada,1,High conf,+46.5,28.08.16,win
primera-division,Ath Bilbao,Barcelona,2,High conf,+35.1,28.08.16,win
primera-division,Villarreal,Sevilla,2,High conf,+64.0,28.08.16,lose
primeira-liga,Moreirense,Maritimo,12,Med conf,+1.0,28.08.16,win
primeira-liga,Sp Lisbon,Porto,X2,Low conf,-51.6,28.08.16,lose
primeira-liga,Setubal,Arouca,X,Low conf,-22.8,28.08.16,lose
ligue-1,Bordeaux,Nantes,1,High conf,+52.4,28.08.16,win
ligue-1,St Etienne,Toulouse,1X,High conf,+43.8,28.08.16,win
ligue-1,Monaco,Paris SG,1,Med conf,+78.7,28.08.16,win
bundesliga,Hertha,Freiburg,1,High conf,+50.0,28.08.16,win
bundesliga,Hoffenheim,RB Leipzig,1,Med conf,+34.3,28.08.16,lose
serie-a,Inter,Palermo,12,Med conf,-10.8,28.08.16,lose
serie-a,Cagliari,Roma,X2,High conf,+54.8,28.08.16,win
serie-a,Crotone,Genoa,>2.5,High conf,+54.8,28.08.16,win
serie-a,Fiorentina,Chievo,2,Low conf,+22.6,28.08.16,lose
serie-a,Sampdoria,Atalanta,1,High conf,+57.6,28.08.16,win
serie-a,Sassuolo,Pescara,1,Med conf,+15.8,28.08.16,win
serie-a,Torino,Bologna,X2,High conf,+49.7,28.08.16,lose
serie-a,Udinese,Empoli,2,Low conf,+4.6,28.08.16,lose
premier-league,West Brom,Middlesbrough,12,Low conf,-21.5,28.08.16,lose
premier-league,Man City,West Ham,1,Med conf,-10.5,28.08.16,win
primera-division,Eibar,Valencia,1X,Med conf,+27.1,27.08.16,win
primera-division,Osasuna,Sociedad,1,High conf,+56.3,27.08.16,lose
primera-division,Real Madrid,Celta,1,High conf,+8.4,27.08.16,win
primera-division,Leganes,Ath Madrid,1,Low conf,+51.4,27.08.16,win
primeira-liga,Tondela,Belenenses,2,Med conf,+31.6,27.08.16,win
primeira-liga,Estoril,Sp Braga,2,Med conf,+14.7,27.08.16,win
primeira-liga,Nacional,Benfica,2,Med conf,--,27.08.16,win
ligue-1,Dijon,Lyon,2,Med conf,--,27.08.16,lose
ligue-1,Caen,Bastia,X2,Low conf,-26.3,27.08.16,lose
ligue-1,Metz,Angers,>1.5,Med conf,--,27.08.16,win
ligue-1,Montpellier,Rennes,1,High conf,+40.5,27.08.16,lose
ligue-1,Nancy,Guingamp,12,Med conf,+15.0,27.08.16,win
ligue-1,Nice,Lille,1,High conf,+46.9,27.08.16,lose
championship,Barnsley,Rotherham,X2,Med conf,+97.4,27.08.16,lose
championship,Birmingham,Norwich,X2,High conf,+95.4,27.08.16,lose
championship,Blackburn,Fulham,1X,Med conf,+34.4,27.08.16,lose
championship,Brentford,Sheffield Weds,1X,High conf,+40.0,27.08.16,win
championship,Bristol City,Aston Villa,1X,Med conf,+38.2,27.08.16,win
championship,Cardiff,Reading,<2.5,High conf,+25.3,27.08.16,win
championship,Huddersfield,Wolves,1X,High conf,+39.0,27.08.16,win
championship,Ipswich,Preston,X2,Med conf,+103.1,27.08.16,lose
championship,Nott'm Forest,Leeds,<2.5,High conf,+27.3,27.08.16,lose
championship,Wigan,QPR,1,High conf,+80.9,27.08.16,lose
championship,Newcastle,Brighton,1X,Med conf,+37.1,27.08.16,win
bundesliga,Dortmund,Mainz,BTTS,High conf,--,27.08.16,win
bundesliga,Ein Frankfurt,Schalke 04,2,Med conf,+25.7,27.08.16,lose
bundesliga,Augsburg,Wolfsburg,X2,High conf,+46.2,27.08.16,win
bundesliga,FC Koln,Darmstadt,2,Med conf,+39.9,27.08.16,lose
